Conta,Categoria,Janela,Modo,Direcao,List_Mode,Mensagens,Segmentos,Delivered,Failed,Undelivered,Sent,Sending,Delivery_Unknown,Accepted,Queued,Taxa_Entrega_%,Insight_Delivered_Msgs,Insight_Failed_Msgs,Insight_Delivery_Unknown_Msgs,Insight_Undelivered_Msgs,Insight_Sent_Msgs,Insight_Total_Msgs,Api_Pages,Api_Pages_Capped,Agregado_Ate_Utc,Github_Run_Id,Extraido_Em
NS,Recuperação,since_yesterday_utc_2026-04-30,incremental,outbound,sent,2755,4025,3818,104,44,59,0,0,0,0,94.86,2579,104,0,32,40,2755,4,0,2026-05-01T09:21:56Z,25209461307,2026-05-01 09:21 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-30,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-01T09:21:56Z,25209461307,2026-05-01 09:21 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-30,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-01T09:21:56Z,25209461307,2026-05-01 09:21 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-30,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-01T09:21:56Z,25209461307,2026-05-01 09:21 UTC
Richard,Standby,since_yesterday_utc_2026-04-30,incremental,outbound,sent,753193,1315989,1193341,66593,33795,22260,0,0,0,0,90.68,653329,66593,0,20941,12330,753193,783,0,2026-05-01T09:21:56Z,25209461307,2026-05-01 09:21 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
NS,Recuperação,since_yesterday_utc_2026-05-01,incremental,outbound,sent,886,1405,1339,35,20,11,0,0,0,0,95.3,834,35,0,13,4,886,2,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-01,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Richard,Standby,since_yesterday_utc_2026-05-01,incremental,outbound,sent,559070,560553,469527,58446,17960,14620,0,0,0,0,83.76,468132,58446,0,17912,14580,559070,572,0,2026-05-02T08:53:16Z,25248306469,2026-05-02 08:53 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-02,incremental,outbound,sent,59113,60142,49744,7450,1882,1066,0,0,0,0,82.71,48759,7450,0,1857,1047,59113,62,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-02,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-02,incremental,outbound,sent,2398,4657,4374,139,70,74,0,0,0,0,93.92,2187,139,0,35,37,2398,3,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
NS,Recuperação,since_yesterday_utc_2026-05-02,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-02,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-02,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-02,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Richard,Standby,since_yesterday_utc_2026-05-02,incremental,outbound,sent,1041388,1045885,694139,163817,174406,13523,0,0,0,0,66.37,690240,163568,0,174123,13457,1041388,1082,0,2026-05-03T09:08:11Z,25275066644,2026-05-03 09:08 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-03,incremental,outbound,sent,568597,571111,451215,98105,13993,7798,0,0,0,0,79.01,448802,98105,0,13936,7754,568597,585,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-03,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-03,incremental,outbound,sent,2491,4867,4640,117,70,40,0,0,0,0,95.34,2319,117,0,35,20,2491,3,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
NS,Recuperação,since_yesterday_utc_2026-05-03,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-03,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-03,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-03,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Richard,Standby,since_yesterday_utc_2026-05-03,incremental,outbound,sent,1114230,1115765,887896,174887,33507,19475,0,0,0,0,79.58,886447,174887,0,33455,19441,1114230,1162,0,2026-05-04T10:01:07Z,25312850505,2026-05-04 10:01 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-04,incremental,outbound,sent,102771,162977,137283,13969,8793,2932,0,0,0,0,84.23,82708,13969,0,4499,1595,102771,111,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-04,incremental,outbound,sent,679,1303,1200,55,26,22,0,0,0,0,92.1,600,55,0,13,11,679,1,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
NS,Recuperação,since_yesterday_utc_2026-05-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Richard,Standby,since_yesterday_utc_2026-05-04,incremental,outbound,sent,846803,1797845,1601953,108351,53430,34111,0,0,0,0,89.1,698889,108351,0,24960,14603,846803,888,0,2026-05-05T09:31:44Z,25368618452,2026-05-05 09:31 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-05,incremental,outbound,sent,34221,91712,86721,2489,1959,543,0,0,0,0,94.56,30848,2489,0,684,200,34221,37,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-05,incremental,outbound,sent,77807,173305,164781,4131,3044,1349,0,0,0,0,95.08,71711,4131,0,1243,722,77807,82,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
NS,Recuperação,since_yesterday_utc_2026-05-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Richard,Standby,since_yesterday_utc_2026-05-05,incremental,outbound,sent,734787,752382,571701,112437,51967,16277,0,0,0,0,75.99,554748,112437,0,51535,16067,734787,758,0,2026-05-06T10:03:22Z,25428835341,2026-05-06 10:03 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-06,incremental,outbound,sent,228674,319490,291144,14242,8041,6063,0,0,0,0,91.13,202624,14242,0,6485,5323,228674,238,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-06,incremental,outbound,sent,8420,17693,16566,798,213,116,0,0,0,0,93.63,7470,798,0,99,53,8420,10,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
NS,Recuperação,since_yesterday_utc_2026-05-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Richard,Standby,since_yesterday_utc_2026-05-06,incremental,outbound,sent,611797,612269,494565,86776,17400,13528,0,0,0,0,80.78,494132,86776,0,17384,13505,611797,632,0,2026-05-07T10:08:54Z,25489480501,2026-05-07 10:08 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-07,incremental,outbound,sent,5468,8861,8489,162,127,83,0,0,0,0,95.8,5183,162,0,75,48,5468,8,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-07,incremental,outbound,sent,5538,10826,10322,131,200,173,0,0,0,0,95.34,5214,131,0,101,92,5538,6,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
NS,Recuperação,since_yesterday_utc_2026-05-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Richard,Standby,since_yesterday_utc_2026-05-07,incremental,outbound,sent,643164,643530,500263,79503,49352,14412,0,0,0,0,77.74,499927,79503,0,49323,14411,643164,659,0,2026-05-08T09:00:35Z,25546883552,2026-05-08 09:00 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-08,incremental,outbound,sent,938,1748,1561,101,41,45,0,0,0,0,89.3,796,101,0,21,20,938,2,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-08,incremental,outbound,sent,9191,18199,17398,205,346,250,0,0,0,0,95.6,8682,205,0,174,130,9191,10,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
NS,Recuperação,since_yesterday_utc_2026-05-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Richard,Standby,since_yesterday_utc_2026-05-08,incremental,outbound,sent,782248,783298,628637,106807,24259,23595,0,0,0,0,80.26,627677,106807,0,24213,23551,782248,804,0,2026-05-09T09:03:06Z,25597201775,2026-05-09 09:03 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-09,incremental,outbound,sent,167670,200332,157609,35719,3844,3160,0,0,0,0,78.67,126195,35719,0,3442,2314,167670,174,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-09,incremental,outbound,sent,6798,12523,11738,482,134,169,0,0,0,0,93.73,6157,482,0,71,88,6798,8,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
NS,Recuperação,since_yesterday_utc_2026-05-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Richard,Standby,since_yesterday_utc_2026-05-09,incremental,outbound,sent,1503803,1505573,1311005,115187,47699,31682,0,0,0,0,87.08,1309355,115187,0,47629,31632,1503803,1540,0,2026-05-10T09:16:46Z,25624984541,2026-05-10 09:16 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-10,incremental,outbound,sent,736521,945108,820287,85878,25221,13722,0,0,0,0,86.79,620053,85878,0,20548,10042,736521,757,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-10,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-10,incremental,outbound,sent,2094,3819,3539,209,50,21,0,0,0,0,92.67,1851,209,0,23,11,2094,3,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
NS,Recuperação,since_yesterday_utc_2026-05-10,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-10,incremental,outbound,sent,3,3,0,3,0,0,0,0,0,0,0.0,0,3,0,0,0,3,1,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-10,incremental,outbound,sent,3,6,6,0,0,0,0,0,0,0,100.0,3,0,0,0,0,3,1,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-10,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Richard,Standby,since_yesterday_utc_2026-05-10,incremental,outbound,sent,686089,854263,771626,29802,32451,20384,0,0,0,0,90.33,614127,29802,0,25357,16803,686089,704,0,2026-05-11T10:48:20Z,25665563169,2026-05-11 10:48 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-11,incremental,outbound,sent,92520,93688,76462,9447,2961,4818,0,0,0,0,81.61,75333,9447,0,2945,4795,92520,98,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-11,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-11,incremental,outbound,sent,19819,51435,48010,581,745,2099,0,0,0,0,93.34,18174,581,0,283,781,19819,21,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
NS,Recuperação,since_yesterday_utc_2026-05-11,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-11,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-11,incremental,outbound,sent,3,6,6,0,0,0,0,0,0,0,100.0,3,0,0,0,0,3,1,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-11,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Richard,Standby,since_yesterday_utc_2026-05-11,incremental,outbound,sent,669543,844882,749833,12979,33240,48830,0,0,0,0,88.75,587977,12979,0,26352,42235,669543,687,0,2026-05-12T10:15:00Z,25728044703,2026-05-12 10:15 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-12,incremental,outbound,sent,1308,2566,2479,26,28,33,0,0,0,0,96.61,1249,26,0,15,18,1308,3,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-12,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-12,incremental,outbound,sent,31083,75206,72427,930,1092,757,0,0,0,0,96.3,29360,930,0,439,354,31083,33,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
NS,Recuperação,since_yesterday_utc_2026-05-12,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-12,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-12,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-12,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Richard,Standby,since_yesterday_utc_2026-05-12,incremental,outbound,sent,574105,574603,524354,15019,22445,12785,0,0,0,0,91.26,523887,15019,0,22428,12771,574105,584,0,2026-05-13T10:08:36Z,25792475303,2026-05-13 10:08 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-13,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-13,incremental,outbound,sent,2627,5769,4914,294,504,57,0,0,0,0,85.18,2129,294,0,175,29,2627,3,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-13,incremental,outbound,sent,27134,55824,53473,1010,808,533,0,0,0,0,95.79,25490,1010,0,383,251,27134,29,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
NS,Recuperação,since_yesterday_utc_2026-05-13,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-13,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-13,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-13,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Richard,Standby,since_yesterday_utc_2026-05-13,incremental,outbound,sent,514691,515365,463227,23752,17304,11082,0,0,0,0,89.88,462590,23752,0,17286,11063,514691,529,0,2026-05-14T09:59:03Z,25853901583,2026-05-14 09:59 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-14,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Havenmove,Standby,since_yesterday_utc_2026-05-14,incremental,outbound,sent,2887,5740,5203,353,120,64,0,0,0,0,90.64,2442,353,0,60,32,2887,4,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Joao,Broadcast,since_yesterday_utc_2026-05-14,incremental,outbound,sent,15330,31819,30517,396,502,404,0,0,0,0,95.91,14501,396,0,240,193,15330,17,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
NS,Recuperação,since_yesterday_utc_2026-05-14,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Naturemove,Standby,since_yesterday_utc_2026-05-14,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Rafa,Broadcast,since_yesterday_utc_2026-05-14,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Rehableaf,Standby,since_yesterday_utc_2026-05-14,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Richard,Standby,since_yesterday_utc_2026-05-14,incremental,outbound,sent,710867,1547776,1450567,15578,50130,31501,0,0,0,0,93.72,655180,15578,0,24542,15567,710867,726,0,2026-05-15T10:06:57Z,25912201427,2026-05-15 10:06 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-05-15,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-05-16T09:15:39Z,25958221360,2026-05-16 09:15 UTC
